Sr. No.,College Name,University Name,District,Taluka,Exclusively in Womens Colleges,"College Types","(Report no 5)
Whether Minority Institution (Yes/No)","Linguistic/
Religious_Type",JD Region,Correspondence Address,Email,Contact Phone 1,Contact Phone 2,Mobile,Principal Name,College Type
77,Skylark Foundation Art''s Commerce and Science Collge Add. Shivbhumi College Khed Shivapur Haveli,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Rural,No,Select,Pune,at/post-Khed-shivapurtal-Haveli dist-Pune 412205,info@acsck.com,-9545117123,-9545117123,9420883373,Dr.Nagnath M. Bansode,Non-Aided
78,SVPM's College of Commerce Science & Computer Education Malegaon(Bk) Baramati Pune,Savitribai Phule Pune University Pune,Pune,Baramati,Co-Education,Rural,No,Select,Pune,A/P-MALEGAON (BK)TAL - BARAMATI DIST - PUNE 413115,svpm.ccsce@yahoo.com,91-02112254388,91-,9850024913,Dr.Chandgude Ajit Ashokrao,Non-Aided
79,Late. Wamanrao Pitambare Management Sci. college Padegaon Aurangabad,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Aurangabad,Co-Education,Rural,No,Select,Aurangabad,late.wamanrao pitambare management college In Front of Arch Angan Padegaon mitmita Aurangabad,late.vamanraopitambare.college@gmail.com,0240-2370122,0240-2370122,9421408215,Dr PAWAR MAHENDRA PADURAND,Non-Aided
80,S.S.B. College of Education Shrirampur,Savitribai Phule Pune University Pune,Ahmednagar,Shrirampur,Co-Education,Urban,No,Select,Pune,SWAMI SAHAJANAND BHARATI COLLEGE OF EDUDATIONSHRIRAMPUR DIST- AHMEDNAGAR MAHAARASHTRA STATE PIN 4,ssbcollege@yahoo.com,02422-222487,02422-222487,9850526235,Prin.Dr.Pondhe M.S.,Aided
81,Mahatma Basweshwar CollegeLatur,Swami Ramanand Teerth Marathwada University Nanded,Latur,Latur,Co-Education,Urban,No,Select,Nanded,Khandoba Galli Latur - 413512.,mbc_prin2006@yahoo.com,02382-245256,02382-245256,9922244282,Dr. Dinesh Shivaji Maune,Aided
82,Shri Kala Mahavidyalay Anji (mothi) Tal & Dist. :- Wardha,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Wardha,Wardha,Co-Education,Rural,No,Select,Nagpur,Shri Kala MahavidyalayaAnji (Mothi) Tal. Dist. Wardha - 442103,shrikalamaha@yahoo.com,07152-263011,07152-263011,9923478950,Dr. Shashikant Rewale,Non-Aided
83,Dhanavate National College Nagpur,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Nagpur Urban,Co-Education,Urban,No,Select,Nagpur,Humm Yard Road Near Ajni Railway StationCongress Nagar NAGPUR,dhanwatenationalcollege@yahoo.com,0712-2422759,0712-2422759,9422201169,Dr.Mrs.Bharti Khapekar,Aided
84,KINKAR COLLEGE OF EDUCATION,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Wardha,Seloo,Co-Education,Rural,No,Select,Nagpur,Rehki RoadSelooDist. Wardha.Kishor R.KinkarSatone Layout Gopuri ChowkWardhaDist. Wardha.,kinkarcollege@gmail.com,07155-220240 9823945099,07155-220240 9823945099,9823945099,Dr. Vandana Tembhurnikar,Non-Aided
85,SHRI TAMBWESHWAR COLLEGE OF COMPUTER SCIENCE & INFORMATION TECHNOLOGY KAIJ,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Beed,Kaij,Co-Education,Rural,No,Select,Aurangabad,Samarth Nagar Kandi RoadKaij Tq.Kaij Dist.Beed Pin Code-431123Ph No (02445-251111),Shritambweshwarcollege@gmail.com,2445251111,-9665166693,9822558727,Dr.Bhosale P.T,Non-Aided
86,Laxmichand Golwala College of Commerce & Economics,Mumbai University Mumbai,Mumbai Suburban,Kurla,Co-Education,Urban,Yes,Linguistic,Mumbai,Ramji Assar Vidyalaya Campus M.G. Road Ghatkopar (East) Mumbai - 400 077,drkarve@gmail.com,9820755897,022-21024264,9820755897,Dr. Sunil Ramchandra Karve,Non-Aided
87,VasantDada Patil College of computer Science,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Aurangabad,Aurangabad,Co-Education,Urban,No,Select,Aurangabad,Plot No. 94/95 Cidco N-2 Opp. Dhoot Hospital Jalna Road Aurangabad1033 Shivnerigad Sainagar,vasantdadapatilcollege@gmail.com,0240-2471094,0240-2471094,9423680308,Dr. Shri Sonwane N.S.,Non-Aided
88,Gulam Nabi Azad College of Physical Education Khapri Nagpur,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Nagpur Urban,Co-Education,Urban,Yes,Religious,Nagpur,JAIPRAKASH NAGAR ROAD KHAMLA NAGPUR440025,gnassm.college@gmail.com,9373124533,-9373124533,9373124533,DR.VIVEKANAND SINGH,Non-Aided
89,The New CollegeShivaji Peth KOLHAPUR-416 012,Shivaji University Kolhapur,Kolhapur,Karveer,Co-Education,Urban,No,Select,Kolhapur,A' WardShivaji PethNear Gandhi MaidanKolhapur Pin code 416012.,nck@newcollege.ac.in,0231-2621187,0231-2621187,9552169332,Dr.V.M.PATIL,Aided
90,Rashtramata Indira Gandhi College Jalna.,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Jalna,Jalna,Co-Education,Urban,No,Select,Aurangabad,Dr. Narayanrao Mundhe Nagar Near Railway Gate shivnagarOld JalnaJalna 431213,rmigjalna@gmail.com,2482223118,02482-237083,9421318716,Dr. Sunanda Vishnupant Tidke,Aided
91,Jeevandip Shaishanik Sanstha’s College of Arts Commerce & Science Goveli,Mumbai University Mumbai,Thane,Kalyan,Co-Education,Rural,No,Select,Panvel,at:govelipo:rayatetal:kalyan dist: thane at:govelipo:rayatetal:kalyan dist: thane,goveli_jssp@rediffmail.com,0251-2390922,0251-2390016,9321941725,Dr.krishnappa Bapurao Kore,Non-Aided
92,Jaibhavani Shikshan Prasarak Mandal Sanchlit Arts & Science College,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Beed,Georai,Co-Education,Rural,No,Select,Aurangabad,Arts & Science College ShivajinagarGadhi.Tq.Georai.Dist Beed.Arts & Science College ShivajinagarGa,jaibhavanicollegegadhi@rediffimail.com,2447259186,-9890304109,9890304109,Dr.Vishwas Kalyanrao Kadam,Aided
93,College of Education for Women Kurduwadi,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Solapur,Madha,Girls,Rural,No,Select,Solapur,Bypass Road Kurduwadi Tal Madha Dist. Solapur Pin Code. 413208,stbssv@gmail.com,02183-235232,-9921845999,9921845999,PROF. RAVI MAGAN SURAVASE,Non-Aided
94,Shri Shivaji Maratha Society's Law College,Savitribai Phule Pune University Pune,Pune,Haveli,Co-Education,Urban,No,Select,Pune,425shukrawar peth pune 02,ssmslawpune@yahoo.com,020-24431144,020-24431144,9860089901,Dr.Vishwanath Gangaram Patil,Non-Aided
95,K. J. Somaiya College of Arts Commerce & Science Kopargaon,Savitribai Phule Pune University Pune,Ahmednagar,Kopargaon,Co-Education,Urban,No,Select,Pune,Tal: Kopargoan Dist: Ahmednagar -423601,kjscollege@rediffmail.com,9146142000,02423-222254,9423181155,Dr. B. S. Yadav,Aided
96,Nagrik Shikshan Sanstha's College of Commerce and Economics,Mumbai University Mumbai,Mumbai City,Mumbai City,Co-Education,Urban,No,Select,Mumbai,NSS EDUCATIONAL COMPLEX B-WINGBEHIND AC MARKET M.P.MILLS COMPOUNDTARDEOMUMBAI 400 034,nsscomm@gmail.com,022-23510203,022-23510203,9821888102,Dr.Shamim Sayed,Aided
97,Late AnjanaBai Bhange Mahila Mahavidhlaya Karanja,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Wardha,Karanja Gadge,Girls,Tribal,No,Select,Nagpur,at karanjataluka karanja,bhange_college@rediffmail.com,91-9970011206,91-9970011206,9970011206,Mr. Pankaj R. Atram,Non-Aided
98,Govardhandas Seksaria Yog Va Sanskritk Samanvayak Mahavidyalaya Lonavala Dist. Pune,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Pune,Maval,Co-Education,Rural,No,Select,Pune,KAIVALYADHAMA S.M.Y.M.SAMITISWAMI KUVALAYANANDA MARG VALVAN,kdhamcollege@gmail.com,2114273001,91-7262026878,7262026878,Dr. Bandita Satapathy,Non-Aided
99,Gramonnati Mandal's Art's Commerce & Science College Narayangaon,Savitribai Phule Pune University Pune,Pune,Junnar,Co-Education,Rural,No,Select,Pune,Gramonnati Mandal's Arts Commerce & Science College At : Warulwadi Post : Narayangaon Tal. Junna,acsc232@gmail.com,02132-299028,02132-242582,9730364817,Shewale Shrikant Sudam,Aided
100,Pune Vidyarthi Griha’s College of Science & Technology CTS 218 Br. Nath Pai Nagar Kurla-Powai Rd.,Mumbai University Mumbai,Mumbai Suburban,Kurla,Co-Education,Urban,No,Select,Mumbai,CTS No. 218 Br. Nath Pai Nagar Vidyabhawan Marg Ghatkopar (East) Mumbai 400 077.,pvgcst@yahoo.com,2225069118,0222-5064935,9820827942,Dr. A. K. Pathak,Non-Aided
101,Smt.Mankarnabai Vinayakrao Marathe College of Education (B.Ed.),Smt. Nathibai Damodar Thakersey Women's University Mumbai,Dhule,Sakri,Girls,Rural,No,Select,Jalgaon,Satana Road Pimpalner,marathebedpimpalner47@gmail.com,02561-225151,02561-225151,9890170066,Dr.S.U.Patil,Non-Aided
102,S.V.T. COLLEGE OF HOME SCIENCE (Autonomous),Smt. Nathibai Damodar Thakersey Women's University Mumbai,Mumbai Suburban,Andheri,Girls,Rural,No,Select,Mumbai,S.N.D.T. WOMEN'S UNIVERSITY  SIR VITHALADAS VIDYAVIHARJUHU TARA ROAD,svt@sndt.ac.in,2226602504,91-9869239178,9869239178,Dr.(Ms.) Jagmeet Madan,Aided
103,MIP Art's&Computer Collge Jawala Bazar,Swami Ramanand Teerth Marathwada University Nanded,Hingoli,Aundha Nagnath,Co-Education,Rural,Yes,Religious,Nanded,MIP CAMPUS JAWALA BAZARMIP CAMPUS JAWALA BAZAR,mipsrcollege@gmail.com,02454-240274,02454-240274,9975793598,JADHAV G.G.,Non-Aided
104,Shankar Narayan College of Arts & Commerce,Mumbai University Mumbai,Thane,Thane,Co-Education,Urban,No,Select,Panvel,Mahavidyalaya Marg Navghar Bhayandar(E) Thane - 401105,info@sncollege.com,022-28046564 28048235,022-28046564 28048235,9422092150,Dr.V.N.Yadav,Aided
105,Late Babasaheb Deshmukh Gorthekar Mahavidyalaya,Swami Ramanand Teerth Marathwada University Nanded,Nanded,Umri,Co-Education,Urban,No,Select,Nanded,Late Babasaheb Deshmukh Gorthekar ArtsCommerce & science Mahavidyalaya Umri Dist. Nanded,tuks.powale@gmail.com,02464-244270,02464-244270,8806777324,Dr. Gate P. R.,Aided
106,Late Khatija College of Education (B.Ed.),Mumbai University Mumbai,Thane,Thane,Co-Education,Urban,Yes,Religious,Panvel,Habib Educational ComplexM.H .Mohani Road. Kausa Mumbra.Dist-Thane-400612.,k.shahina@yahoo.com,2225490505,-9769154158,8383945555,Dr. Nilima P. Kinage.,Non-Aided
107,Sindhu Education Society’s Swami Hansmuni Maharaj Degree College of Commerce Netaji High School & J,Mumbai University Mumbai,Thane,Ulhasnagar,Co-Education,Urban,Yes,Linguistic,Panvel,Netaji Chowk Opp Bank of Baroda Ulhasnagar - 421004,shmdegreecollege@gmail.com,Maharashtra,0251-2527973,9552778612,Dr. Kiran Chimnani,Non-Aided
108,Shri Tanajirao Patil College Of Education Atpadi,Shivaji University Kolhapur,Sangli,Atpadi,Co-Education,Rural,No,Select,Kolhapur,Near Suresh Indane Gas AgencyAtpadi Tal-AtpadiDist-sangli,kuldipd9766@gmail.com,02343-220009,02343-220009,9766002268,Dr. Bajarang Siddhu Ghadage,Non-Aided
109,Savitribai Shikshan Sanstha Sanchalit Gurukul B.ed College,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Beed,Beed,Co-Education,Urban,No,Select,Aurangabad,Gurukul Nagar Besides Gurukul English SchoolBeed.Behind Gurukul Nagar Beed,gurukulbedcollegebeed@gmail.com,022442-220394,022442-220394,9767491908,Shirsat Annasaheb Eknath,Non-Aided
110,Sahkar Maharshi Bhausaheb Santuji Thorat ArtsScience & Commerce CollegeSangamner Dist.A'Nagar,Savitribai Phule Pune University Pune,Ahmednagar,Sangamner,Co-Education,Rural,No,Select,Pune,Near Municipal water tank Nashik-Pune Highway,smbstcollege@gmail.com,02425-226076 226176,02425-226076 226171,9420638003,Dr.Dinanath Devram Patil,Aided
111,Dr. H.N. Sinha CollegePalus,Sant Gadge Baba Amravati University Amravati,Akola,Patur,Co-Education,Urban,No,Select,Amravati,Dr.H.N.Sinha Arts & Commerce Patur Dist.Akola.Near Bus stand Patur Pin.444501,drhnscollege@rediffmail.com,7254243250,0-9822698374,9421675055,Dr K. S. Khandare,Aided
112,Haji saeed ahmad sardar arts & sci college Deopur Dhule,Kavayitri Bahinabai Chaudhari North Maharashtra University Jalgaon,Dhule,Dhule,Co-Education,Urban,Yes,Religious,Jalgaon,Old Agra Road Deopur Dhule 424002,hsacdhule@rediffmail.com,02562 -222904,91-8793680487,9604835593,Prin. Dr. Sanjay Shriram Sonawane,Non-Aided
113,Mahatma Phule College Kingaon,Swami Ramanand Teerth Marathwada University Nanded,Latur,Ahmadpur,Co-Education,Rural,No,Select,Nanded,AT.POST.KINGAON TQ.AHMEDPUR Pin Code -413523,gopal123indrale@gmail.com,2381268011,-7588063376,9175291028,Dr.Baban R.Bodke,Aided
114,Shailendra Education Society's Arts Commerce & Science College,Mumbai University Mumbai,Mumbai Suburban,Borivali,Co-Education,Urban,No,Select,Mumbai,Shailendra Nagar S.V.RoadDahisar (East) Mumbai 400068.,sha_deg_col@yahoo.co.in,022-28489664,022-28489664,9920980563,Dr. Swati Pitale,Aided
115,MARIA ADHAYAPAK MAHAVIDYALAYA,Gondwana University Gadchiroli,Chandrapur,Chandrapur,Co-Education,Urban,Yes,Religious,Nagpur,Near S.T Workshop Tukum Chandrapur,Mariyabedcollage@gmail.com,07172-277477,07172-277477,9503652442,DR.Kiran P. Chikate,Non-Aided
116,Khar Education Society’s College of Commerce and Economics S.V. Road Khar (W) Mumbai,Mumbai University Mumbai,Mumbai City,Mumbai City,Co-Education,Urban,No,Select,Mumbai,S.V. Road Next to Khar Police Station Khar (W),khardegreecolg@gmail.com,022-61331704,022-61331704,9820460389,Dr.Nandini Deshmukh,Non-Aided
117,Vishvkarma College Parbhani,Swami Ramanand Teerth Marathwada University Nanded,Parbhani,Parbhani,Co-Education,Urban,No,Select,Nanded,Karegaon Road Gajanan Nagar Parbhani tq & dist parbhani [pin code 431401],vishwakarmacollege268@gmail.com,8805357097,-9823277888,8805357097,Suresh B. Paithane,Non-Aided
118,Shahaji Law College Kolhapur,Shivaji University Kolhapur,Kolhapur,Karveer,Co-Education,Urban,No,Select,Kolhapur,1090 E Ward Shahupuri Kolhapur,prin.shahajilawcollege@gmail.com,2312523878,0231-2523878,8600664343,Dr. Praveen B. Patil,Aided
119,Shardabai Pawar Mahila Mahavidyalaya Shardanagar Tal - Baramati Dist - Pune 413 115,Savitribai Phule Pune University Pune,Pune,Baramati,Girls,Rural,No,Select,Pune,Shardanagar Malegaon bk Tal - Baramati Dist Pune 413115 as above,principalspmc@adtbaramati.com,02112-254250,02112-254250,9822756250,Dr. Shrikumar Vijaykumar Mahamuni,Aided
120,Late.R.P.Pugalia Art's  Commerce & Sci. College nawegaon Bandh,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,GONDIA,Arjuni Morgaon,Co-Education,Rural,No,Select,Nagpur,Late.R.P.Pugalia College near jawhar navoday vidyalaya Nawegaon bandah Ta-Arjunimor Distt-Gondia -44,late_rppugalia@rediffmail.com,07196-228350 / 9822690900 / 9421716084,07196-228350 / 9822690900 / 9421716084,8329046649,Off. M. I. Gadkari,Non-Aided
121,Smt. P. N. Doshi Women's College of Arts Kum. U.R. Shah Women's College of Commerce & Dr. (Smt.) Na,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Mumbai Suburban,Kurla,Girls,Urban,Yes,Linguistic,Mumbai,Cama Lane Ghatkopar (W) Mumbai - 400086,principalspndoshi@gmail.com,022-25123484,022-25123484,9892474794,Dr. Asha M Menon,Aided
122,Rajasthani Sammelan's Ladhidevi Ramdhar Maheshwari Night College of Commerce Malad(W)Mumbai,Mumbai University Mumbai,Mumbai Suburban,Borivali,Co-Education,Urban,Yes,Linguistic,Mumbai,R.S.Campus S.V.RoadMalad West Mumbai,info@lrmc.org.in,022-45207788,022-66812345,9821899494,Dr.Shripad H.Joshi,Non-Aided
123,Chhatrapati Shivaji Maharaj Mahavidhyalaya Osmanabad,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Osmanabad,Osmanabad,Co-Education,Urban,No,Select,Aurangabad,Datta Nagar MIDC RoadOsmanabad,csmmo2020@gmail.com,9960522777,-7620822145,9422662683,Parmeshwar Bansidharrao Bhosale,Non-Aided
124,Shri Shivaji College of Physical Education Panchawati Chowk Amravati,Sant Gadge Baba Amravati University Amravati,Amravati,Amravati,Co-Education,Urban,No,Select,Amravati,shivaji nagar panchavati squre gadgenagar Amravatishivaji nagar panchavati squre gadgenagar Am,shivajibpedamt@gmail.com,0721-2662427,0721-2662427,9890691547,Dr.Anjali Prashant Thakare,Aided
125,Law College Vita Tal. Khanapur Dist. Sangli,Shivaji University Kolhapur,Sangli,Khanapur Vita,Co-Education,Rural,No,Select,Kolhapur,Sulkai Road Hanmant Nagar .,principal@lawcollegevita.com,,91-9604323332,8482985625,Dr. Neeta Pramod Ghadge,Non-Aided
126,Shri.Swami Vivekanad Shikshan Santha Kolhapour's College of Education Osmanabad.,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Osmanabad,Osmanabad,Co-Education,Urban,No,Select,Aurangabad,R.P. College CampusTambari VibhagVidya nagar Osmanabad -413501,coessvss@gmail.com,02472-222058,02472-222058,9822623080,Dr. Sau. S.D. Deshmukh,Aided
127,Vidya Prasarini Sabha v.p.s.college of ArtsScienceand Commerce,Savitribai Phule Pune University Pune,Pune,Maval,Co-Education,Rural,No,Select,Pune,Vidya Prasarini Sabha's College of ArtsScience & Commerce Lonavla Near Railway Station.Tal Mawal Di,vps.bcabcs@gmail.com,02114-273278,02114-273278,9226852558,Dr. C. A. Bhagat,Non-Aided
128,Dnyansagar Senior Arts Commerce and Science College Jafrabad Jalna.,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Jalna,Jafrabad,Co-Education,Rural,No,Select,Aurangabad,At Dnyansagar Senior ArtsCommerce and Science College Jafrabad TqPo. jafrabad Dist. Jalna Ahilyade,principaldny16@gmail.com,24852223222,-9130480150,9764800056,Prof. PAWAR S.A,Non-Aided
129,Ardhanari Nateshwar Mahavidyalaya Velapur,Punyashlok Ahilyadevi Holkar Solapur University Solapur,Solapur,Malshiras,Co-Education,Rural,No,Select,Solapur,A/P- Velapur Tal- Malshiras Pin Code - 413113,ancvelapur@gmail.com,02185-245609,-9689095064,9689095064,I/C Mr. Sathe Dada Pandharinath,Non-Aided
130,La Sphere School Of Hotel Management Kalyan East,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Thane,Kalyan,Co-Education,Urban,No,Select,Panvel,Monarch Crystal Shilphata Kalyan RoadDombivali MIDC area Near Tata Power,manish.lshm@gmail.com,,91-8433846240,91-843384624,Manish Kumar Shukla,Non-Aided
131,P.V.P College Patoda,Dr.Babasaheb Ambedkar Marathwada University Aurangabad,Beed,Patoda,Co-Education,Rural,No,Select,Aurangabad,Dhamangaon Road Near Civil Court Patoda Dist Beed 414204,pvp_patoda@rediffmail.com,02444-242667 242067,02444-242667 242455 243049,9309967074,Prof. Dr. Aabasaheb Shrirang Hange,Aided
132,Dr. J. P. Naik Mahavidyalaya Uttur,Shivaji University Kolhapur,Kolhapur,Ajra,Co-Education,Rural,No,Select,Kolhapur,A/p- Uttur Tal-Ajara Dist- Kolhapur. 416220,jpn352.cl@unishivaji.ac.in,02323-254905,02323-254905,9764230605,Dr. Sandip Tukaram Patil,Non-Aided
133,K.E.S Laxmi-Shalini Arts Comm.&Sci. Women's College Pezari.,Mumbai University Mumbai,Raigad,Alibag,Girls,Rural,No,Select,Panvel,At - Pezari Post - Poynad Tal - Alibag Dist - Raigad.At - Pezari Post - Poynad Tal - Alibag Di,lscpezari@gmail.com,33954,02141-252576,9421163207,Dr. Dilip Govinda Patil,Aided
134,Pankaj P. Tijare Mahavidyalay VelturNagpur,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,Nagpur,Kuhi,Co-Education,Rural,No,Select,Nagpur,At. Po. Veltur Tal: Kuhi Dist: Nagpur,pankajtijare@yahoo.com,7057398185,07100-223315,9657704307,Dr. Miss V. U. DHANVIJAY,Non-Aided
135,Jaywant Mahavidyalaya Near Govt. Resthouse Shahapur ICHALKARANJI,Shivaji University Kolhapur,Kolhapur,Hatkanangale,Co-Education,Urban,No,Select,Kolhapur,Shahapur S.T.Work ShopShahapur near gov guest house,jaywantcollege10@gmail.com,0230-2439408,0230-2439408,9096708537,Dr.Prakash Patil,Aided
136,Mansi Bharat Degree College of Commerce Near Bhiwandi Road Railway Station Anjurphata Bhiwandi.,Mumbai University Mumbai,Thane,Bhiwandi,Co-Education,Urban,No,Select,Panvel,Bhiwandi road railway station anjurphata Bhiwandi,principalshvocc09@gmail.com,2522278115,02522-278201,9892857008,Mr. Mitesh M. Gosrani,Non-Aided
137,DAAR-UL-REHMAT TRUST'S A.E.KALSEKAR DEGREE COLLEGE OF ART'S SCIENCE & COMMERCE,Mumbai University Mumbai,Thane,Thane,Co-Education,Urban,Yes,Religious,Panvel,Nr. Bharat Gear factory Post Dawla. Kuasa Mumbra.Thane,aekalsekarcollege@yahoo.com,7718849040,-8898353220,7718848040,Dr Sajid Mohammadhaif Hundekar,Aided
138,Arts Commerce Science & Computer Science College Ashvi Kd,Savitribai Phule Pune University Pune,Ahmednagar,Sangamner,Co-Education,Rural,No,Select,Pune,A/P-Ashwi Kd Tal Sangamner Dist Ahmednagar Pin 413738,ashvicollege@pravara.in,02425-240051,02425-240051,9657791277,Dr. Gholap Suvarna Bhaskar,Non-Aided
139,Swa. P.V. Belhekar Mahavidyalaya B.A Ahmednagar,Kavi Kulguru Sanskrit Vishwavidyalaya Ramtek,Ahmednagar,NEWASA,Co-Education,Rural,No,Select,Pune,Bhanashivare Tal-NewasaDist-Ahmednagar,bacivil1191@gmail.com,8830443056,-8830443056,9860857050,Prof.Ahire Hemant Jagganath,Non-Aided
140,SHRI MOHATADEVI SEVABHAVI PRATISHTHAN CRYSTAL COLLEGE  RANJANGAON GANPATITAL SHIRUR DIST PUNE,Smt. Nathibai Damodar Thakersey Women's University Mumbai,Pune,Shirur,Girls,Rural,No,Select,Pune,RANJANGAON GANPATISHIRUR,crystalcollegepune@gmail.com,91-8888611717,91-8888611717,8888611717,DR.DAIVAT DINKAR SAWANT,Non-Aided
141,S.Chandra. Mahila Mahavidyalaya Sadak/ Arjuni,Rashtrasant Tukdoji Maharaj Nagpur University Nagpur,GONDIA,Sadak Arjuni,Girls,Rural,No,Select,Nagpur,S Chandra campus Tidka Road,schandrawomencollege@gmail.com,71992333198,91-9764008564,9764008564,Prof. R. P. Khobragade,Aided
142,Janata Shikshan Prasarak Society’sPandit Rajpati Mishra College of Education and Research Manorama,Mumbai University Mumbai,Thane,Thane,Co-Education,Urban,Yes,Linguistic,Panvel,krishan compound near shankar mandir Manorama nagardhokali thane(w),panditrajpatimishra@gmail.com,022-25893835 /9987808418,022-25893835 /9987808418,9967317743,Dr.Shikha Nigam,Non-Aided
143,College of B.Lib Taroda Nanded,Swami Ramanand Teerth Marathwada University Nanded,Nanded,Nanded,Co-Education,Rural,No,Select,Nanded,Manik Nagar Taroda (Bk)nanded,collegeofblib.bj@gmail.com,-9623992606,-9623992606,9623992697,Incharge Principal,Non-Aided
144,B. N. BANDODKAR COLLEGE OF SECIENC THANE,Mumbai University Mumbai,Thane,Thane,Co-Education,Urban,No,Select,Panvel,Jnandweepa' Chendani Near CIDCO Bus Stop Thane College Campus Thane 400601,prinbnb@vpmthane.org,2225337672,022-25336507,9004690471,Dr. Moses J. Kolet,Aided
145,MVP Samaj's Arts & Commerce College Post-Makhamalabad Tal.Dist.-Nashik,Savitribai Phule Pune University Pune,Nashik,Nashik,Co-Education,Urban,No,Select,Pune,Principal Arts & Commerce College Makhamalabad Nashik Pin Code- 422 003.,accmnashik@gmail.com,0253-2530352,0253-2530352,9422946015,Dr. Vijay Sadashiv Kale,Non-Aided
